,period,respondent,respondent_name,value_units,day_ahead_demand_forecast,demand,net_generation,total_interchange
11870,2024-10-15T12,PJM,"PJM Interconnection, LLC",megawatthours,86310,85565,81211,
11871,2024-10-15T13,PJM,"PJM Interconnection, LLC",megawatthours,85491,86260,83576,
11872,2024-10-15T14,PJM,"PJM Interconnection, LLC",megawatthours,84805,85246,84496,
11873,2024-10-15T15,PJM,"PJM Interconnection, LLC",megawatthours,84202,84052,85098,
11874,2024-10-15T16,PJM,"PJM Interconnection, LLC",megawatthours,83840,83424,85105,
11875,2024-10-15T17,PJM,"PJM Interconnection, LLC",megawatthours,83729,83552,84934,
11876,2024-10-15T18,PJM,"PJM Interconnection, LLC",megawatthours,83496,83926,84736,
11877,2024-10-15T19,PJM,"PJM Interconnection, LLC",megawatthours,83604,83491,84810,
11878,2024-10-15T20,PJM,"PJM Interconnection, LLC",megawatthours,85020,83493,85360,
11879,2024-10-15T21,PJM,"PJM Interconnection, LLC",megawatthours,86962,83964,85215,
11880,2024-10-15T22,PJM,"PJM Interconnection, LLC",megawatthours,87935,85831,85593,
11881,2024-10-15T23,PJM,"PJM Interconnection, LLC",megawatthours,88933,88420,86231,
11882,2024-10-16T00,PJM,"PJM Interconnection, LLC",megawatthours,89169,90406,88282,
11883,2024-08-25T00,PJM,"PJM Interconnection, LLC",megawatthours,105787,,114894,4040
11884,2024-08-25T01,PJM,"PJM Interconnection, LLC",megawatthours,101828,,111241,4488
11885,2024-08-25T02,PJM,"PJM Interconnection, LLC",megawatthours,95814,,106645,4558
11886,2024-08-25T03,PJM,"PJM Interconnection, LLC",megawatthours,89551,,101307,4829
11887,2024-08-25T04,PJM,"PJM Interconnection, LLC",megawatthours,84123,,97152,5790
11888,2024-08-25T05,PJM,"PJM Interconnection, LLC",megawatthours,79060,,91835,5686
11889,2024-08-25T06,PJM,"PJM Interconnection, LLC",megawatthours,75757,,89216,7452
11890,2024-08-25T07,PJM,"PJM Interconnection, LLC",megawatthours,73227,,87530,8210
11891,2024-08-25T08,PJM,"PJM Interconnection, LLC",megawatthours,72005,,85875,8158
11892,2024-08-25T09,PJM,"PJM Interconnection, LLC",megawatthours,71530,,84555,8093
11893,2024-08-25T10,PJM,"PJM Interconnection, LLC",megawatthours,71655,,84171,8015
11894,2024-08-25T11,PJM,"PJM Interconnection, LLC",megawatthours,73475,,84140,7714
11895,2024-08-25T12,PJM,"PJM Interconnection, LLC",megawatthours,78210,,83930,6797
11896,2024-08-25T13,PJM,"PJM Interconnection, LLC",megawatthours,84167,,88890,7532
11897,2024-08-25T14,PJM,"PJM Interconnection, LLC",megawatthours,90735,,93344,7261
11898,2024-08-25T15,PJM,"PJM Interconnection, LLC",megawatthours,97561,,98261,6136
11899,2024-08-25T16,PJM,"PJM Interconnection, LLC",megawatthours,104327,,102808,5046
11900,2024-08-25T17,PJM,"PJM Interconnection, LLC",megawatthours,110256,,109132,4395
11901,2024-08-25T18,PJM,"PJM Interconnection, LLC",megawatthours,115654,,115916,4993
11902,2024-08-25T19,PJM,"PJM Interconnection, LLC",megawatthours,120435,,120982,4952
11903,2024-08-25T20,PJM,"PJM Interconnection, LLC",megawatthours,124164,,125444,4788
11904,2024-08-25T21,PJM,"PJM Interconnection, LLC",megawatthours,126500,,129232,4474
11905,2024-08-25T22,PJM,"PJM Interconnection, LLC",megawatthours,125443,,131017,3925
11906,2024-08-25T23,PJM,"PJM Interconnection, LLC",megawatthours,121768,,131055,4699
11907,2024-08-26T00,PJM,"PJM Interconnection, LLC",megawatthours,117119,,128406,5698
11908,2024-08-26T01,PJM,"PJM Interconnection, LLC",megawatthours,112231,,124451,5432
11909,2024-08-26T02,PJM,"PJM Interconnection, LLC",megawatthours,105001,,118313,5382
11910,2024-08-26T03,PJM,"PJM Interconnection, LLC",megawatthours,97799,,110194,4811
11911,2024-08-26T04,PJM,"PJM Interconnection, LLC",megawatthours,91527,,104809,5625
11912,2024-08-26T05,PJM,"PJM Interconnection, LLC",megawatthours,86805,,99650,5579
11913,2024-08-26T06,PJM,"PJM Interconnection, LLC",megawatthours,83494,,97517,7090
11914,2024-08-26T07,PJM,"PJM Interconnection, LLC",megawatthours,81344,,95003,7502
11915,2024-08-26T08,PJM,"PJM Interconnection, LLC",megawatthours,81119,,93059,7397
11916,2024-08-26T09,PJM,"PJM Interconnection, LLC",megawatthours,83665,,94306,8509
11917,2024-08-26T10,PJM,"PJM Interconnection, LLC",megawatthours,88124,,95745,7196
11918,2024-08-26T11,PJM,"PJM Interconnection, LLC",megawatthours,92734,,99989,5977
11919,2024-08-26T12,PJM,"PJM Interconnection, LLC",megawatthours,97922,,102802,5574
11920,2024-08-26T13,PJM,"PJM Interconnection, LLC",megawatthours,103544,,105872,5573
11921,2024-08-26T14,PJM,"PJM Interconnection, LLC",megawatthours,110235,,111068,6420
11922,2024-08-26T15,PJM,"PJM Interconnection, LLC",megawatthours,116883,,117132,6439
11923,2024-08-26T16,PJM,"PJM Interconnection, LLC",megawatthours,123634,,123747,6124
11924,2024-08-26T17,PJM,"PJM Interconnection, LLC",megawatthours,129630,,132189,7657
11925,2024-08-26T18,PJM,"PJM Interconnection, LLC",megawatthours,134357,,138271,7067
11926,2024-08-26T19,PJM,"PJM Interconnection, LLC",megawatthours,137797,,141068,6741
11927,2024-08-26T20,PJM,"PJM Interconnection, LLC",megawatthours,140305,,144182,6398
11928,2024-08-26T21,PJM,"PJM Interconnection, LLC",megawatthours,141671,,146470,6209
11929,2024-08-26T22,PJM,"PJM Interconnection, LLC",megawatthours,140231,,147454,6338
11930,2024-08-26T23,PJM,"PJM Interconnection, LLC",megawatthours,135811,,145179,5829
11931,2024-08-27T00,PJM,"PJM Interconnection, LLC",megawatthours,130686,,141069,5807
11932,2024-08-27T01,PJM,"PJM Interconnection, LLC",megawatthours,124680,,136470,5860
11933,2024-08-27T02,PJM,"PJM Interconnection, LLC",megawatthours,115895,,129411,5777
11934,2024-08-27T03,PJM,"PJM Interconnection, LLC",megawatthours,107332,,121995,6981
11935,2024-08-27T04,PJM,"PJM Interconnection, LLC",megawatthours,99739,,115843,7411
11936,2024-08-27T05,PJM,"PJM Interconnection, LLC",megawatthours,93385,,108062,5389
11937,2024-08-27T06,PJM,"PJM Interconnection, LLC",megawatthours,89463,,104403,6657
11938,2024-08-27T07,PJM,"PJM Interconnection, LLC",megawatthours,86866,,102293,8309
11939,2024-08-27T08,PJM,"PJM Interconnection, LLC",megawatthours,86216,,99568,8310
11940,2024-08-27T09,PJM,"PJM Interconnection, LLC",megawatthours,88298,,99182,8464
11941,2024-08-27T10,PJM,"PJM Interconnection, LLC",megawatthours,92589,,100735,7723
11942,2024-08-27T11,PJM,"PJM Interconnection, LLC",megawatthours,97095,,104824,6932
11943,2024-08-27T12,PJM,"PJM Interconnection, LLC",megawatthours,102834,,107944,6165
11944,2024-08-27T13,PJM,"PJM Interconnection, LLC",megawatthours,108968,,111151,5339
11945,2024-08-27T14,PJM,"PJM Interconnection, LLC",megawatthours,116206,,115963,6131
11946,2024-08-27T15,PJM,"PJM Interconnection, LLC",megawatthours,123557,,122572,6964
11947,2024-08-27T16,PJM,"PJM Interconnection, LLC",megawatthours,130677,,128168,6227
11948,2024-08-27T17,PJM,"PJM Interconnection, LLC",megawatthours,136743,,134882,5469
11949,2024-08-27T18,PJM,"PJM Interconnection, LLC",megawatthours,141265,,140892,5134
11950,2024-08-27T19,PJM,"PJM Interconnection, LLC",megawatthours,144461,,145832,5714
11951,2024-08-27T20,PJM,"PJM Interconnection, LLC",megawatthours,146644,,148384,5282
11952,2024-08-27T21,PJM,"PJM Interconnection, LLC",megawatthours,147602,,150044,4466
11953,2024-08-27T22,PJM,"PJM Interconnection, LLC",megawatthours,145809,,151532,4967
11954,2024-08-27T23,PJM,"PJM Interconnection, LLC",megawatthours,141242,,149849,4780
11955,2024-08-28T00,PJM,"PJM Interconnection, LLC",megawatthours,136025,,145422,5198
11956,2024-04-14T00,PJM,"PJM Interconnection, LLC",megawatthours,78776,76862,79480,2618
11957,2024-04-14T01,PJM,"PJM Interconnection, LLC",megawatthours,77327,78500,81623,3123
11958,2024-04-14T02,PJM,"PJM Interconnection, LLC",megawatthours,74722,77713,81346,3633
11959,2024-04-14T03,PJM,"PJM Interconnection, LLC",megawatthours,71779,74961,78858,3897
11960,2024-04-14T04,PJM,"PJM Interconnection, LLC",megawatthours,69138,72195,75701,3506
11961,2024-04-14T05,PJM,"PJM Interconnection, LLC",megawatthours,67159,70339,72587,2248
11962,2024-04-14T06,PJM,"PJM Interconnection, LLC",megawatthours,66052,69102,72229,3127
11963,2024-04-14T07,PJM,"PJM Interconnection, LLC",megawatthours,65719,68364,71886,3522
11964,2024-04-14T08,PJM,"PJM Interconnection, LLC",megawatthours,65877,68450,71498,3048
11965,2024-04-14T09,PJM,"PJM Interconnection, LLC",megawatthours,66853,68858,71781,2923
11966,2024-04-14T10,PJM,"PJM Interconnection, LLC",megawatthours,68348,69601,72558,2957
11967,2024-04-14T11,PJM,"PJM Interconnection, LLC",megawatthours,69741,70985,73258,2273
11968,2024-04-14T12,PJM,"PJM Interconnection, LLC",megawatthours,70918,72197,74680,2483
11969,2024-04-14T13,PJM,"PJM Interconnection, LLC",megawatthours,70942,73211,75860,2649
11970,2024-04-14T14,PJM,"PJM Interconnection, LLC",megawatthours,70723,72311,76191,3879
11971,2024-04-14T15,PJM,"PJM Interconnection, LLC",megawatthours,70833,71806,76996,5190
11972,2024-04-14T16,PJM,"PJM Interconnection, LLC",megawatthours,71279,71881,77127,5246
11973,2024-04-14T17,PJM,"PJM Interconnection, LLC",megawatthours,71656,72598,77875,5277
11974,2024-04-14T18,PJM,"PJM Interconnection, LLC",megawatthours,72427,72898,78618,5720
11975,2024-04-14T19,PJM,"PJM Interconnection, LLC",megawatthours,73828,72884,78768,5885
11976,2024-04-14T20,PJM,"PJM Interconnection, LLC",megawatthours,75791,74006,79894,5888
11977,2024-04-14T21,PJM,"PJM Interconnection, LLC",megawatthours,78086,75344,81516,6172
11978,2024-04-14T22,PJM,"PJM Interconnection, LLC",megawatthours,79667,78523,84338,5815
11979,2024-04-14T23,PJM,"PJM Interconnection, LLC",megawatthours,81483,81156,86552,5396
11980,2024-04-15T00,PJM,"PJM Interconnection, LLC",megawatthours,82568,82695,86617,3922
11981,2024-04-15T01,PJM,"PJM Interconnection, LLC",megawatthours,80148,84104,87585,3481
11982,2024-04-15T02,PJM,"PJM Interconnection, LLC",megawatthours,76368,82239,85502,3263
11983,2024-04-15T03,PJM,"PJM Interconnection, LLC",megawatthours,72448,77635,80753,3118
11984,2024-04-15T04,PJM,"PJM Interconnection, LLC",megawatthours,68937,73501,76934,3433
11985,2024-04-15T05,PJM,"PJM Interconnection, LLC",megawatthours,67790,70573,72498,1925
11986,2024-04-15T06,PJM,"PJM Interconnection, LLC",megawatthours,66713,68152,69493,1341
11987,2024-04-15T07,PJM,"PJM Interconnection, LLC",megawatthours,66306,67167,69044,1877
11988,2024-04-15T08,PJM,"PJM Interconnection, LLC",megawatthours,67489,66855,68880,2026
11989,2024-04-15T09,PJM,"PJM Interconnection, LLC",megawatthours,71025,67559,70053,2494
11990,2024-04-15T10,PJM,"PJM Interconnection, LLC",megawatthours,77368,70004,72667,2662
11991,2024-04-15T11,PJM,"PJM Interconnection, LLC",megawatthours,81864,75631,78285,2654
11992,2024-04-15T12,PJM,"PJM Interconnection, LLC",megawatthours,82991,79433,80885,1451
11993,2024-04-15T13,PJM,"PJM Interconnection, LLC",megawatthours,83290,80660,82269,1608
11994,2024-04-15T14,PJM,"PJM Interconnection, LLC",megawatthours,83876,80920,83276,2356
11995,2024-04-15T15,PJM,"PJM Interconnection, LLC",megawatthours,84695,82002,84572,2570
11996,2024-04-15T16,PJM,"PJM Interconnection, LLC",megawatthours,85764,83147,86376,3229
11997,2024-04-15T17,PJM,"PJM Interconnection, LLC",megawatthours,86861,84447,87242,2795
11998,2024-04-15T18,PJM,"PJM Interconnection, LLC",megawatthours,87836,86195,88588,2392
11999,2024-04-15T19,PJM,"PJM Interconnection, LLC",megawatthours,88604,87713,89894,2181
12000,2024-04-15T20,PJM,"PJM Interconnection, LLC",megawatthours,89684,89036,91463,2427
12001,2024-04-15T21,PJM,"PJM Interconnection, LLC",megawatthours,90662,91542,93032,1490
12002,2024-04-15T22,PJM,"PJM Interconnection, LLC",megawatthours,90910,93035,94384,1349
12003,2024-04-15T23,PJM,"PJM Interconnection, LLC",megawatthours,91279,93612,95070,1458
12004,2024-04-16T00,PJM,"PJM Interconnection, LLC",megawatthours,90403,93253,94468,1216
12005,2024-04-16T01,PJM,"PJM Interconnection, LLC",megawatthours,86355,93286,94139,852
12006,2024-04-16T02,PJM,"PJM Interconnection, LLC",megawatthours,81102,89796,91783,1988
12007,2024-04-16T03,PJM,"PJM Interconnection, LLC",megawatthours,76066,83619,85099,1480
12008,2024-04-16T04,PJM,"PJM Interconnection, LLC",megawatthours,72277,78082,79310,1229
12009,2024-04-16T05,PJM,"PJM Interconnection, LLC",megawatthours,70857,74508,,
12010,2024-04-16T06,PJM,"PJM Interconnection, LLC",megawatthours,69340,71783,,
12011,2024-04-16T07,PJM,"PJM Interconnection, LLC",megawatthours,68651,70136,,
12012,2024-04-16T08,PJM,"PJM Interconnection, LLC",megawatthours,69604,69086,,
12013,2024-04-16T09,PJM,"PJM Interconnection, LLC",megawatthours,73070,69518,,
12014,2024-04-16T10,PJM,"PJM Interconnection, LLC",megawatthours,79544,71233,,
12015,2024-04-16T11,PJM,"PJM Interconnection, LLC",megawatthours,83853,76814,,
12016,2024-04-16T12,PJM,"PJM Interconnection, LLC",megawatthours,84698,80174,,
12017,2024-04-16T13,PJM,"PJM Interconnection, LLC",megawatthours,84231,80462,,
12018,2024-04-16T14,PJM,"PJM Interconnection, LLC",megawatthours,84217,80027,,
12019,2024-04-16T15,PJM,"PJM Interconnection, LLC",megawatthours,84246,80612,,
12020,2024-04-16T16,PJM,"PJM Interconnection, LLC",megawatthours,84635,81471,,
12021,2024-04-16T17,PJM,"PJM Interconnection, LLC",megawatthours,85431,82058,,
12022,2024-04-16T18,PJM,"PJM Interconnection, LLC",megawatthours,86117,83212,,
12023,2024-04-16T19,PJM,"PJM Interconnection, LLC",megawatthours,87030,84619,,
12024,2024-04-16T20,PJM,"PJM Interconnection, LLC",megawatthours,88362,85847,,
12025,2024-04-16T21,PJM,"PJM Interconnection, LLC",megawatthours,89868,88143,,
12026,2024-04-16T22,PJM,"PJM Interconnection, LLC",megawatthours,90498,90274,,
12027,2024-04-16T23,PJM,"PJM Interconnection, LLC",megawatthours,91159,91015,,
12028,2024-04-17T00,PJM,"PJM Interconnection, LLC",megawatthours,90259,90481,,
12029,2024-07-07T00,PJM,"PJM Interconnection, LLC",megawatthours,119896,129986,131162,1182
12030,2024-07-07T01,PJM,"PJM Interconnection, LLC",megawatthours,115693,124752,126045,1299
12031,2024-07-07T02,PJM,"PJM Interconnection, LLC",megawatthours,109668,119805,120900,1100
12032,2024-07-07T03,PJM,"PJM Interconnection, LLC",megawatthours,102521,113874,115055,1185
12033,2024-07-07T04,PJM,"PJM Interconnection, LLC",megawatthours,96122,108104,110178,2079
12034,2024-07-07T05,PJM,"PJM Interconnection, LLC",megawatthours,92975,103187,105463,2280
12035,2024-07-07T06,PJM,"PJM Interconnection, LLC",megawatthours,88922,97964,101709,3749
12036,2024-07-07T07,PJM,"PJM Interconnection, LLC",megawatthours,85906,93469,97472,4006
12037,2024-07-07T08,PJM,"PJM Interconnection, LLC",megawatthours,84112,90108,94772,4668
12038,2024-07-07T09,PJM,"PJM Interconnection, LLC",megawatthours,83034,87455,92212,4760
12039,2024-07-07T10,PJM,"PJM Interconnection, LLC",megawatthours,82598,86234,91085,4854
12040,2024-07-07T11,PJM,"PJM Interconnection, LLC",megawatthours,85295,85531,90955,5427
12041,2024-07-07T12,PJM,"PJM Interconnection, LLC",megawatthours,91161,88054,92409,4359
12042,2024-07-07T13,PJM,"PJM Interconnection, LLC",megawatthours,97928,93903,97809,3909
12043,2024-07-07T14,PJM,"PJM Interconnection, LLC",megawatthours,104737,100190,103754,3568
12044,2024-07-07T15,PJM,"PJM Interconnection, LLC",megawatthours,111148,106438,109202,2767
12045,2024-07-07T16,PJM,"PJM Interconnection, LLC",megawatthours,116857,110935,112818,1887
12046,2024-07-07T17,PJM,"PJM Interconnection, LLC",megawatthours,121469,116607,118139,1537
12047,2024-07-07T18,PJM,"PJM Interconnection, LLC",megawatthours,125119,121328,122281,959
12048,2024-07-07T19,PJM,"PJM Interconnection, LLC",megawatthours,128379,125238,125900,668
12049,2024-07-07T20,PJM,"PJM Interconnection, LLC",megawatthours,131510,128550,129280,735
12050,2024-07-07T21,PJM,"PJM Interconnection, LLC",megawatthours,133596,131472,132651,1184
12051,2024-07-07T22,PJM,"PJM Interconnection, LLC",megawatthours,132957,133199,134660,1467
12052,2024-07-07T23,PJM,"PJM Interconnection, LLC",megawatthours,129793,132457,135226,2775
12053,2024-07-08T00,PJM,"PJM Interconnection, LLC",megawatthours,125684,129409,132759,3357
12054,2024-07-08T01,PJM,"PJM Interconnection, LLC",megawatthours,120907,124374,127390,3023
12055,2024-07-08T02,PJM,"PJM Interconnection, LLC",megawatthours,113941,120002,122234,2238
12056,2024-07-08T03,PJM,"PJM Interconnection, LLC",megawatthours,106289,113117,115707,2594
12057,2024-07-08T04,PJM,"PJM Interconnection, LLC",megawatthours,98856,107191,110307,3120
12058,2024-07-08T05,PJM,"PJM Interconnection, LLC",megawatthours,93103,101416,105212,3801
12059,2024-07-08T06,PJM,"PJM Interconnection, LLC",megawatthours,89704,96696,101695,5003
12060,2024-07-08T07,PJM,"PJM Interconnection, LLC",megawatthours,87609,92870,98951,6085
12061,2024-07-08T08,PJM,"PJM Interconnection, LLC",megawatthours,87200,90467,96138,5675
12062,2024-07-08T09,PJM,"PJM Interconnection, LLC",megawatthours,89504,90208,96423,6219
12063,2024-07-08T10,PJM,"PJM Interconnection, LLC",megawatthours,93352,92116,97763,5651
12064,2024-07-08T11,PJM,"PJM Interconnection, LLC",megawatthours,99281,95997,100845,4853
12065,2024-07-08T12,PJM,"PJM Interconnection, LLC",megawatthours,105761,101879,105339,3465
12066,2024-07-08T13,PJM,"PJM Interconnection, LLC",megawatthours,112539,108721,112261,3546
12067,2024-07-08T14,PJM,"PJM Interconnection, LLC",megawatthours,119834,115111,118168,3064
12068,2024-07-08T15,PJM,"PJM Interconnection, LLC",megawatthours,126870,122155,124342,2195
12069,2024-07-08T16,PJM,"PJM Interconnection, LLC",megawatthours,133164,128215,129941,1735
12070,2024-07-08T17,PJM,"PJM Interconnection, LLC",megawatthours,138386,134165,136212,2057
12071,2024-07-08T18,PJM,"PJM Interconnection, LLC",megawatthours,141899,139974,142014,2047
12072,2024-07-08T19,PJM,"PJM Interconnection, LLC",megawatthours,143937,143097,144965,1875
12073,2024-07-08T20,PJM,"PJM Interconnection, LLC",megawatthours,145479,144874,147072,2203
12074,2024-07-08T21,PJM,"PJM Interconnection, LLC",megawatthours,146090,146092,148480,2394
12075,2024-07-08T22,PJM,"PJM Interconnection, LLC",megawatthours,144252,146962,149666,2710
12076,2024-07-08T23,PJM,"PJM Interconnection, LLC",megawatthours,140217,146253,149036,2787
12077,2024-07-09T00,PJM,"PJM Interconnection, LLC",megawatthours,134967,143497,145530,2039
12078,2024-07-09T01,PJM,"PJM Interconnection, LLC",megawatthours,128909,138178,141416,3244
12079,2024-07-09T02,PJM,"PJM Interconnection, LLC",megawatthours,120770,132871,136276,3411
12080,2024-07-09T03,PJM,"PJM Interconnection, LLC",megawatthours,111851,124965,128090,3131
12081,2024-07-09T04,PJM,"PJM Interconnection, LLC",megawatthours,103570,117527,120962,3441
12082,2024-07-09T05,PJM,"PJM Interconnection, LLC",megawatthours,97653,110845,,
12083,2024-07-09T06,PJM,"PJM Interconnection, LLC",megawatthours,93618,104916,,
12084,2024-07-09T07,PJM,"PJM Interconnection, LLC",megawatthours,90953,100644,,
12085,2024-07-09T08,PJM,"PJM Interconnection, LLC",megawatthours,90216,98261,,
12086,2024-07-09T09,PJM,"PJM Interconnection, LLC",megawatthours,92065,97382,,
12087,2024-07-09T10,PJM,"PJM Interconnection, LLC",megawatthours,95887,99014,,
12088,2024-07-09T11,PJM,"PJM Interconnection, LLC",megawatthours,101883,102688,,
12089,2024-07-09T12,PJM,"PJM Interconnection, LLC",megawatthours,108312,108520,,
12090,2024-07-09T13,PJM,"PJM Interconnection, LLC",megawatthours,114737,114248,,
12091,2024-07-09T14,PJM,"PJM Interconnection, LLC",megawatthours,121500,120354,,
12092,2024-07-09T15,PJM,"PJM Interconnection, LLC",megawatthours,127967,126583,,
12093,2024-07-09T16,PJM,"PJM Interconnection, LLC",megawatthours,133596,132362,,
12094,2024-07-09T17,PJM,"PJM Interconnection, LLC",megawatthours,138156,137717,,
12095,2024-07-09T18,PJM,"PJM Interconnection, LLC",megawatthours,140970,141810,,
12096,2024-07-09T19,PJM,"PJM Interconnection, LLC",megawatthours,142779,144056,,
12097,2024-07-09T20,PJM,"PJM Interconnection, LLC",megawatthours,144003,144683,,
12098,2024-07-09T21,PJM,"PJM Interconnection, LLC",megawatthours,144316,144485,,
12099,2024-07-09T22,PJM,"PJM Interconnection, LLC",megawatthours,142527,144215,,
12100,2024-07-09T23,PJM,"PJM Interconnection, LLC",megawatthours,138786,143572,,
12101,2024-07-10T00,PJM,"PJM Interconnection, LLC",megawatthours,133569,141107,,
12102,2024-06-19T00,PJM,"PJM Interconnection, LLC",megawatthours,132337,139324,141511,2196
12103,2024-06-19T01,PJM,"PJM Interconnection, LLC",megawatthours,126637,133935,136511,2585
12104,2024-06-19T02,PJM,"PJM Interconnection, LLC",megawatthours,118091,128759,131242,2492
12105,2024-06-19T03,PJM,"PJM Interconnection, LLC",megawatthours,108949,120699,123154,2461
12106,2024-06-19T04,PJM,"PJM Interconnection, LLC",megawatthours,100614,113092,117119,4033
12107,2024-06-19T05,PJM,"PJM Interconnection, LLC",megawatthours,96645,106549,110608,4062
12108,2024-06-19T06,PJM,"PJM Interconnection, LLC",megawatthours,92046,101166,106929,5766
12109,2024-06-19T07,PJM,"PJM Interconnection, LLC",megawatthours,89529,96943,104151,7211
12110,2024-06-19T08,PJM,"PJM Interconnection, LLC",megawatthours,88490,94319,101178,6862
12111,2024-06-19T09,PJM,"PJM Interconnection, LLC",megawatthours,90326,93389,100117,6732
12112,2024-06-19T10,PJM,"PJM Interconnection, LLC",megawatthours,94307,94328,100894,6569
12113,2024-06-19T11,PJM,"PJM Interconnection, LLC",megawatthours,99628,97529,103396,5871
12114,2024-06-19T12,PJM,"PJM Interconnection, LLC",megawatthours,105464,103230,107926,4703
12115,2024-06-19T13,PJM,"PJM Interconnection, LLC",megawatthours,111723,108850,113324,4482
12116,2024-06-19T14,PJM,"PJM Interconnection, LLC",megawatthours,118113,113758,118236,4488
12117,2024-06-19T15,PJM,"PJM Interconnection, LLC",megawatthours,124472,119572,123901,4339
12118,2024-06-19T16,PJM,"PJM Interconnection, LLC",megawatthours,129966,124954,128951,4006
12119,2024-06-19T17,PJM,"PJM Interconnection, LLC",megawatthours,134489,130481,134054,3583
12120,2024-06-19T18,PJM,"PJM Interconnection, LLC",megawatthours,137643,135070,139136,4076
12121,2024-06-19T19,PJM,"PJM Interconnection, LLC",megawatthours,139594,138462,141742,3290
12122,2024-06-19T20,PJM,"PJM Interconnection, LLC",megawatthours,140944,140407,143022,2624
12123,2024-06-19T21,PJM,"PJM Interconnection, LLC",megawatthours,141128,142316,144964,2658
12124,2024-06-19T22,PJM,"PJM Interconnection, LLC",megawatthours,139650,143167,146124,2966
12125,2024-06-19T23,PJM,"PJM Interconnection, LLC",megawatthours,135511,142248,145314,3074
12126,2024-06-20T00,PJM,"PJM Interconnection, LLC",megawatthours,130672,138283,141915,3642
12127,2024-06-20T01,PJM,"PJM Interconnection, LLC",megawatthours,125583,132378,136602,4233
12128,2024-06-20T02,PJM,"PJM Interconnection, LLC",megawatthours,117111,127315,132197,4892
12129,2024-06-20T03,PJM,"PJM Interconnection, LLC",megawatthours,108246,119096,123972,4885
12130,2024-06-20T04,PJM,"PJM Interconnection, LLC",megawatthours,99914,111718,116990,5279
12131,2024-06-20T05,PJM,"PJM Interconnection, LLC",megawatthours,94491,105378,109716,4343
12132,2024-06-20T06,PJM,"PJM Interconnection, LLC",megawatthours,90102,99982,105726,5748
12133,2024-06-20T07,PJM,"PJM Interconnection, LLC",megawatthours,87571,95429,101661,6236
12134,2024-06-20T08,PJM,"PJM Interconnection, LLC",megawatthours,86613,92227,98600,6376
12135,2024-06-20T09,PJM,"PJM Interconnection, LLC",megawatthours,88381,91234,97360,6129
12136,2024-06-20T10,PJM,"PJM Interconnection, LLC",megawatthours,92286,92725,98777,6055
12137,2024-06-20T11,PJM,"PJM Interconnection, LLC",megawatthours,97413,96632,102744,6115
12138,2024-06-20T12,PJM,"PJM Interconnection, LLC",megawatthours,103382,103074,108467,5397
12139,2024-06-20T13,PJM,"PJM Interconnection, LLC",megawatthours,109557,109513,114757,5252
12140,2024-06-20T14,PJM,"PJM Interconnection, LLC",megawatthours,116118,114072,119680,5617
12141,2024-06-20T15,PJM,"PJM Interconnection, LLC",megawatthours,122725,120161,125438,5287
12142,2024-06-20T16,PJM,"PJM Interconnection, LLC",megawatthours,128676,125945,130879,4943
12143,2024-06-20T17,PJM,"PJM Interconnection, LLC",megawatthours,133796,131090,136943,5863
12144,2024-06-20T18,PJM,"PJM Interconnection, LLC",megawatthours,137391,135486,141479,6003
12145,2024-06-20T19,PJM,"PJM Interconnection, LLC",megawatthours,140128,138860,144328,5478
12146,2024-06-20T20,PJM,"PJM Interconnection, LLC",megawatthours,142110,141218,145938,4729
12147,2024-06-20T21,PJM,"PJM Interconnection, LLC",megawatthours,142577,142322,146474,4161
12148,2024-06-20T22,PJM,"PJM Interconnection, LLC",megawatthours,140864,142698,146517,3828
12149,2024-06-20T23,PJM,"PJM Interconnection, LLC",megawatthours,136443,141243,145511,4277
12150,2024-06-21T00,PJM,"PJM Interconnection, LLC",megawatthours,131238,138208,143091,4892
12151,2024-06-21T01,PJM,"PJM Interconnection, LLC",megawatthours,125748,132474,137686,5222
12152,2024-06-21T02,PJM,"PJM Interconnection, LLC",megawatthours,117059,127383,132110,4736
12153,2024-06-21T03,PJM,"PJM Interconnection, LLC",megawatthours,107975,119446,124844,5408
12154,2024-06-21T04,PJM,"PJM Interconnection, LLC",megawatthours,100114,112271,118161,5899
12155,2024-06-21T05,PJM,"PJM Interconnection, LLC",megawatthours,94807,106351,,
12156,2024-06-21T06,PJM,"PJM Interconnection, LLC",megawatthours,90252,100570,,
12157,2024-06-21T07,PJM,"PJM Interconnection, LLC",megawatthours,87690,95963,,
12158,2024-06-21T08,PJM,"PJM Interconnection, LLC",megawatthours,86827,92947,,
12159,2024-06-21T09,PJM,"PJM Interconnection, LLC",megawatthours,88321,91639,,
12160,2024-06-21T10,PJM,"PJM Interconnection, LLC",megawatthours,91888,92845,,
12161,2024-06-21T11,PJM,"PJM Interconnection, LLC",megawatthours,97213,96096,,
12162,2024-06-21T12,PJM,"PJM Interconnection, LLC",megawatthours,103925,102345,,
12163,2024-06-21T13,PJM,"PJM Interconnection, LLC",megawatthours,110855,109325,,
12164,2024-06-21T14,PJM,"PJM Interconnection, LLC",megawatthours,118242,115800,,
12165,2024-06-21T15,PJM,"PJM Interconnection, LLC",megawatthours,125435,121845,,
12166,2024-06-21T16,PJM,"PJM Interconnection, LLC",megawatthours,132153,129262,,
12167,2024-06-21T17,PJM,"PJM Interconnection, LLC",megawatthours,137499,135229,,
